,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,bj793tt6757,USA Closing Speech on General Staff and High Command by Brig. General Telford Taylor,H-2743,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),46 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/bj793tt6757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"pp. 1-35 plus cover page, and 8 pages Footnotes",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cf681sb8776,French Closing Speech on Organizations,H-2744,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),42 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cf681sb8776,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,pp. 1-19,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zs624zv2407,USSR Closing Speech on Organizations by Lt. General R.A. Rudenko,H-2745,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),83 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zs624zv2407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,pp. 1-80 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xx150hf9993,British Closing Speech on Organizations,H-2746,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),117 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xx150hf9993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,pp. 1-89,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zc225gk6383,USA Closing Speech on Organizations by Mr. Thomas J. Dodd,H-2747,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),60 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zc225gk6383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"pp. 1-47 plus cover page, and 10 pages errata sheets",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qg618pt3232,USSR Closing Speech on Organizations by Lt. General R.A. Rudenko,H-2748,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),96 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qg618pt3232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,pp. 1-80 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yd953hg3176,USA Closing Speech on Organizations by Mr. Thomas J. Dodd,H-2749,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),55 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yd953hg3176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,pp. 1-47 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zx944hr4965,USA Closing Speech on General Staff and High Command by Brig. General Telford Taylor,H-2750,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),87 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zx944hr4965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,"pp. 1-35 plus cover page, and 1-8 Notes",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xb686rd1880,French Closing Speech on Organizations,H-2751,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),20 pages,Folders,,,,,,,,text,box,16,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xb686rd1880,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO PROSECUTION CLOSING SPEECHES: The Prosecution Closing Speeches in English have various titles on the cover page, such as: Final Argument, Closing Statement, Final Statement, Final Speech.",1,,,,,,,,,,,pp. 1-18,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nt463nc5212,Introductory statement of the French Prosecution,H-5007,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),158 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nt463nc5212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,pp. 1-77 plus cover page (Contained in duplicate),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qn380bt2874,French Prosecution Speech: Forced Labor & Economic Looting,H-5009,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),27 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qn380bt2874,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,"pp. 1-19, plus cover page",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xt723tr2886,French Prosecution Speech: Forced Labor,H-5012,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),63 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xt723tr2886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dm555jt2183,French Prosecution Speech: General Observations (Economic),H-5014,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),52 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dm555jt2183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hk539mp1561,French Prosecution Speech: Denmark (Economic),H-5016,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),17 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hk539mp1561,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zp532px4426,French Prosecution Speech: Norway (Economic),H-5018,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),21 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zp532px4426,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ng162rz8468,French Prosecution Speech: Holland (Economic),H-5020,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),36 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ng162rz8468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vg282vj6241,French Prosecution Speech: Belgium & Luxembourg (Economic),H-5023,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),118 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vg282vj6241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ks563fy8933,French Prosecution Speech: France (Economic),H-5034,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),140 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ks563fy8933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vb086kt7599,"French Prosecution Speech: France (Marked ""Duplicate - Economic Looting of France"")",H-5035,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),139 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vb086kt7599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gh594dd9438,French Prosecution Speech: Conclusions (Economic),H-5036,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),7 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gh594dd9438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,bv847dm4281,French Prosecution Speech: Hostages,H-5038,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),25 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/bv847dm4281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sy982ys5544,French Prosecution Speech: German Justice in Occupied Western Territories,H-5042,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),16 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sy982ys5544,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rm718mn0768,"French Prosecution Speech: I Deportation, II Camps",H-5046,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),81 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rm718mn0768,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tw185bj1534,French Prosecution Speech: Prisoners of War,H-5049,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),37 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tw185bj1534,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,Note: Folder also contains three mimeograph pages French translation of Document 1741-PS-36,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cj734st8074,French Prosecution Speech: Terrorist Action - Extermination of Innocent Populations,H-5052,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),27 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cj734st8074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,pp. 1-9 and 1-16,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,kg168gp2192,French Prosecution Speech: Terrorist Action against Patriots,H-5053,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),18 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/kg168gp2192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,pp. 1-16,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xm887mn0832,French Prosecution Speech: End of Terrorists against French Patriots,H-5054,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),7 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xm887mn0832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zd009px2727,French Prosecution Speech: The Germanization of Western Europe - Introduction,H-5056,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),14 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zd009px2727,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ws335gs8105,"French Prosecution Speech: The Germanization of Western Europe - Annexed Territories Eupen, Malmedy & Moresnet",H-5058,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),6 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ws335gs8105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cj004sk0662,French Prosecution Speech: The Germanization of Western Europe - Annexed Territories Alsace & Lorraine,H-5060,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),57 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cj004sk0662,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hn094ds6399,French Prosecution Speech: The Germanization of Western Europe - Annexed Territories Luxembourg,H-5062,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),18 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hn094ds6399,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dk768fm8777,French Prosecution Speech: The Germanization of Western Europe - Seizure of Sovereignty - Introduction,H-5063,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),13 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dk768fm8777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,md985mh3393,French Prosecution Speech: Germanization of Western Europe - The Seizure of Sovereignty - Denmark,H-5065,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),17 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/md985mh3393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yv460tv2592,French Prosecution Speech: The Germanization of Western Europe - Seizure of Sovereignty - Norway and the Netherlands,H-5067,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),24 pages,Folders,,,,,,,,text,box,25,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yv460tv2592,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FOLDERS: In the following items, unnumbered pages loose in folders were counted manually.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
